"Kernel","Metric Name","Metric Description","Min","Max","Avg"
"row_sums__one_block_per_row__warp_aware","pcie_total_data_received","PCIe Total Data Received",0,512,85
"row_sums__one_block_per_row__warp_aware","sysmem_read_bytes","System Memory Read Bytes",0,0,0
"row_sums__one_block_per_row__warp_aware","sysmem_write_bytes","System Memory Write Bytes",160,160,160
"row_sums__one_block_per_row__warp_aware","l2_tex_hit_rate","L2 Cache Hit Rate",0.095846%,0.095906%,0.095883%
"row_sums__one_block_per_row__warp_aware","gld_transactions","Global Load Transactions",134217730,134217730,134217730
"row_sums__one_block_per_row__warp_aware","gld_transactions_per_request","Global Load Transactions Per Request",16.000000,16.000000,16.000000
"row_sums__one_block_per_row__warp_aware","eligible_warps_per_cycle","Eligible Warps Per Active Cycle",1.340464,1.370231,1.353832
"row_sums__one_block_per_row__warp_aware","flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.865491%,0.874147%,0.869108%
"row_sums__one_block_per_row__warp_aware","flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware","sm_efficiency","Multiprocessor Activity",99.208993%,99.652792%,99.412248%
"row_sums__one_block_per_chunked_rows__warp_aware","achieved_occupancy","Achieved Occupancy",0.998573,0.998813,0.998692
"row_sums__one_block_per_chunked_rows__warp_aware","ipc","Executed IPC",1.106540,1.109856,1.108037
"row_sums__one_block_per_chunked_rows__warp_aware","issued_ipc","Issued IPC",1.106193,1.111622,1.108343
"row_sums__one_block_per_chunked_rows__warp_aware","inst_per_warp","Instructions per warp",144552.000000,144552.000000,144552.000000
"row_sums__one_block_per_chunked_rows__warp_aware","branch_efficiency","Branch Efficiency",100.000000%,100.000000%,100.000000%
"row_sums__one_block_per_chunked_rows__warp_aware","warp_execution_efficiency","Warp Execution Efficiency",100.000000%,100.000000%,100.000000%
"row_sums__one_block_per_chunked_rows__warp_aware","warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",93.385487%,93.385487%,93.385487%
"row_sums__one_block_per_chunked_rows__warp_aware","inst_replay_overhead","Instruction Replay Overhead",0.000032,0.000035,0.000033
"row_sums__one_block_per_chunked_rows__warp_aware","issue_slot_utilization","Issue Slot Utilization",22.591651%,22.702519%,22.635558%
"row_sums__one_block_per_chunked_rows__warp_aware","shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",1.000000,1.000000,1.000000
"row_sums__one_block_per_chunked_rows__warp_aware","shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",1.000000,1.000000,1.000000
"row_sums__one_block_per_chunked_rows__warp_aware","local_load_transactions_per_request","Local Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_chunked_rows__warp_aware","local_store_transactions_per_request","Local Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_chunked_rows__warp_aware","gst_transactions_per_request","Global Store Transactions Per Request",1.000000,1.000000,1.000000
"row_sums__one_block_per_chunked_rows__warp_aware","shared_store_transactions","Shared Store Transactions",263168,263168,263168
"row_sums__one_block_per_chunked_rows__warp_aware","shared_load_transactions","Shared Load Transactions",16384,16384,16384
"row_sums__one_block_per_chunked_rows__warp_aware","local_load_transactions","Local Load Transactions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","local_store_transactions","Local Store Transactions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","gst_transactions","Global Store Transactions",16384,16384,16384
"row_sums__one_block_per_chunked_rows__warp_aware","dram_read_transactions","Device Memory Read Transactions",33698268,33804714,33747130
"row_sums__one_block_per_chunked_rows__warp_aware","dram_write_transactions","Device Memory Write Transactions",18359,31684,21537
"row_sums__one_block_per_chunked_rows__warp_aware","global_hit_rate","Global Hit Rate in unified l1/tex",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware","local_hit_rate","Local Hit Rate",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware","gld_requested_throughput","Requested Global Load Throughput",159.367096GB/s,159.544621GB/s,159.442792GB/s
"row_sums__one_block_per_chunked_rows__warp_aware","gst_requested_throughput","Requested Global Store Throughput",9.960443MB/s,9.971539MB/s,9.965173MB/s
"row_sums__one_block_per_chunked_rows__warp_aware","gld_throughput","Global Load Throughput",159.367096GB/s,159.544621GB/s,159.442792GB/s
"row_sums__one_block_per_chunked_rows__warp_aware","gst_throughput","Global Store Throughput",79.683547MB/s,79.772310MB/s,79.721395MB/s
"row_sums__one_block_per_chunked_rows__warp_aware","dram_read_throughput","Device Memory Read Throughput",160.173394GB/s,160.593768GB/s,160.358451GB/s
"row_sums__one_block_per_chunked_rows__warp_aware","dram_write_throughput","Device Memory Write Throughput",89.388418MB/s,154.144564MB/s,104.798147MB/s
"row_sums__one_block_per_chunked_rows__warp_aware","tex_cache_throughput","Unified Cache Throughput",159.367096GB/s,159.544621GB/s,159.442792GB/s
"row_sums__one_block_per_chunked_rows__warp_aware","local_load_throughput","Local Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_chunked_rows__warp_aware","local_store_throughput","Local Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_chunked_rows__warp_aware","shared_load_throughput","Shared Memory Load Throughput",318.734191MB/s,319.089242MB/s,318.885583MB/s
"row_sums__one_block_per_chunked_rows__warp_aware","shared_store_throughput","Shared Memory Store Throughput",4.999676GB/s,5.005245GB/s,5.002050GB/s
"row_sums__one_block_per_chunked_rows__warp_aware","gld_efficiency","Global Memory Load Efficiency",100.000000%,100.000000%,100.000000%
"row_sums__one_block_per_chunked_rows__warp_aware","gst_efficiency","Global Memory Store Efficiency",12.500000%,12.500000%,12.500000%
"row_sums__one_block_per_chunked_rows__warp_aware","tex_cache_transactions","Unified Cache Transactions",33554432,33554432,33554432
"row_sums__one_block_per_chunked_rows__warp_aware","cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware","tex_fu_utilization","Texture Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_chunked_rows__warp_aware","ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware","double_precision_fu_utilization","Double-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"row_sums__one_block_per_chunked_rows__warp_aware","special_fu_utilization","Special Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware","single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_chunked_rows__warp_aware","flop_count_dp","Floating Point Operations(Double Precision)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","flop_count_sp","Floating Point Operations(Single Precision)",312999936,312999936,312999936
"row_sums__one_block_per_chunked_rows__warp_aware","flop_count_sp_add","Floating Point Operations(Single Precision Add)",312999936,312999936,312999936
"row_sums__one_block_per_chunked_rows__warp_aware","flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","flop_count_sp_special","Floating Point Operations(Single Precision Special)",65536,65536,65536
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed","Instructions Executed",148021248,148021248,148021248
"row_sums__one_block_per_chunked_rows__warp_aware","inst_issued","Instructions Issued",148025975,148026401,148026120
"row_sums__one_block_per_chunked_rows__warp_aware","dram_utilization","Device Memory Utilization","High (8)","High (8)","High (8)"
"row_sums__one_block_per_chunked_rows__warp_aware","tex_utilization","Unified Cache Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_chunked_rows__warp_aware","shared_efficiency","Shared Memory Efficiency",5.872253%,5.872253%,5.872253%
"row_sums__one_block_per_chunked_rows__warp_aware","shared_utilization","Shared Memory Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware","inst_fp_32","FP Instructions(Single)",313065472,313065472,313065472
"row_sums__one_block_per_chunked_rows__warp_aware","inst_fp_64","FP Instructions(Double)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","inst_integer","Integer Instructions",2868316032,2868316032,2868316032
"row_sums__one_block_per_chunked_rows__warp_aware","inst_bit_convert","Bit-Convert Instructions",131072,131072,131072
"row_sums__one_block_per_chunked_rows__warp_aware","inst_control","Control-Flow Instructions",857767936,857767936,857767936
"row_sums__one_block_per_chunked_rows__warp_aware","inst_compute_ld_st","Load/Store Instructions",277365760,277365760,277365760
"row_sums__one_block_per_chunked_rows__warp_aware","inst_misc","Misc Instructions",62160896,62160896,62160896
"row_sums__one_block_per_chunked_rows__warp_aware","inst_inter_thread_communication","Inter-Thread Instructions",44564480,44564480,44564480
"row_sums__one_block_per_chunked_rows__warp_aware","issue_slots","Issue Slots",120924654,120924991,120924760
"row_sums__one_block_per_chunked_rows__warp_aware","cf_issued","Issued Control-Flow Instructions",36277248,36277248,36277248
"row_sums__one_block_per_chunked_rows__warp_aware","cf_executed","Executed Control-Flow Instructions",36277248,36277248,36277248
"row_sums__one_block_per_chunked_rows__warp_aware","ldst_issued","Issued Load/Store Instructions",35769344,35769344,35769344
"row_sums__one_block_per_chunked_rows__warp_aware","ldst_executed","Executed Load/Store Instructions",10865664,10865664,10865664
"row_sums__one_block_per_chunked_rows__warp_aware","atomic_transactions","Atomic Transactions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","atomic_transactions_per_request","Atomic Transactions Per Request",0.000000,0.000000,0.000000
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_global_loads","Warp level instructions for global loads",8388608,8388608,8388608
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_local_loads","Warp level instructions for local loads",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_shared_loads","Warp level instructions for shared loads",16384,16384,16384
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_global_stores","Warp level instructions for global stores",16384,16384,16384
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_local_stores","Warp level instructions for local stores",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_shared_stores","Warp level instructions for shared stores",263168,263168,263168
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_global_atomics","Warp level instructions for global atom and atom cas",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_global_reductions","Warp level instructions for global reductions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","l2_global_load_bytes","Bytes read from L2 for misses in Unified Cache for global loads",1073741824,1073741824,1073741824
"row_sums__one_block_per_chunked_rows__warp_aware","l2_local_load_bytes","Bytes read from L2 for misses in Unified Cache for local loads",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","l2_surface_load_bytes","Bytes read from L2 for misses in Unified Cache for surface loads",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","dram_read_bytes","Total bytes read from DRAM to L2 cache",1078344576,1081750848,1079908181
"row_sums__one_block_per_chunked_rows__warp_aware","dram_write_bytes","Total bytes written from L2 cache to DRAM",587488,1013888,689205
"row_sums__one_block_per_chunked_rows__warp_aware","l2_local_global_store_bytes","Bytes written to L2 from Unified Cache for local and global stores.",524288,524288,524288
"row_sums__one_block_per_chunked_rows__warp_aware","l2_global_reduction_bytes","Bytes written to L2 from Unified cache for global reductions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","l2_global_atomic_store_bytes","Bytes written to L2 from Unified cache for global atomics",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","l2_surface_store_bytes","Bytes written to L2 from Unified Cache for surface stores.",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","l2_surface_reduction_bytes","Bytes written to L2 from Unified Cache for surface reductions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","l2_surface_atomic_store_bytes","Bytes transferred between Unified Cache and L2 for surface atomics",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","global_load_requests","Total number of global load requests from Multiprocessor",33554432,33554432,33554432
"row_sums__one_block_per_chunked_rows__warp_aware","local_load_requests","Total number of local load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","surface_load_requests","Total number of surface load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","global_store_requests","Total number of global store requests from Multiprocessor",16384,16384,16384
"row_sums__one_block_per_chunked_rows__warp_aware","local_store_requests","Total number of local store requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","surface_store_requests","Total number of surface store requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","global_atomic_requests","Total number of global atomic requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","global_reduction_requests","Total number of global reduction requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","surface_atomic_requests","Total number of surface atomic requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","surface_reduction_requests","Total number of surface reduction requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","texture_load_requests","Total number of texture Load requests from Multiprocessor",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",4.319761%,4.337242%,4.327922%
"row_sums__one_block_per_chunked_rows__warp_aware","stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",6.083343%,6.107936%,6.095102%
"row_sums__one_block_per_chunked_rows__warp_aware","stall_memory_dependency","Issue Stall Reasons (Data Request)",80.209009%,80.297873%,80.239305%
"row_sums__one_block_per_chunked_rows__warp_aware","stall_texture","Issue Stall Reasons (Texture)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware","stall_sync","Issue Stall Reasons (Synchronization)",4.400187%,4.449902%,4.435831%
"row_sums__one_block_per_chunked_rows__warp_aware","stall_other","Issue Stall Reasons (Other)",4.074507%,4.106125%,4.093169%
"row_sums__one_block_per_chunked_rows__warp_aware","stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",0.005905%,0.006534%,0.006202%
"row_sums__one_block_per_chunked_rows__warp_aware","stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.321305%,0.322359%,0.321822%
"row_sums__one_block_per_chunked_rows__warp_aware","stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.000012%,0.000012%,0.000012%
"row_sums__one_block_per_chunked_rows__warp_aware","stall_not_selected","Issue Stall Reasons (Not Selected)",0.479746%,0.481966%,0.480634%
"row_sums__one_block_per_chunked_rows__warp_aware","sysmem_read_transactions","System Memory Read Transactions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","sysmem_write_transactions","System Memory Write Transactions",5,5,5
"row_sums__one_block_per_chunked_rows__warp_aware","l2_read_transactions","L2 Read Transactions",33702767,33816165,33763383
"row_sums__one_block_per_chunked_rows__warp_aware","l2_write_transactions","L2 Write Transactions",16390,16390,16390
"row_sums__one_block_per_chunked_rows__warp_aware","ecc_transactions","ECC Transactions",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","local_memory_overhead","Local Memory Overhead",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware","tex_cache_hit_rate","Unified Cache Hit Rate",49.987796%,49.987796%,49.987796%
"row_sums__one_block_per_chunked_rows__warp_aware","l2_tex_read_hit_rate","L2 Hit Rate (Texture Reads)",0.000000%,0.000000%,0.000000%
"row_sums__one_block_per_chunked_rows__warp_aware","l2_tex_write_hit_rate","L2 Hit Rate (Texture Writes)",0.463867%,0.610352%,0.531006%
"row_sums__one_block_per_chunked_rows__warp_aware","l2_tex_read_throughput","L2 Throughput (Texture Reads)",159.367096GB/s,159.544621GB/s,159.442792GB/s
"row_sums__one_block_per_chunked_rows__warp_aware","l2_tex_write_throughput","L2 Throughput (Texture Writes)",79.683547MB/s,79.772310MB/s,79.721395MB/s
"row_sums__one_block_per_chunked_rows__warp_aware","l2_tex_read_transactions","L2 Transactions (Texture Reads)",33554432,33554432,33554432
"row_sums__one_block_per_chunked_rows__warp_aware","l2_tex_write_transactions","L2 Transactions (Texture Writes)",16384,16384,16384
"row_sums__one_block_per_chunked_rows__warp_aware","l2_read_throughput","L2 Throughput (Reads)",160.109455GB/s,160.661792GB/s,160.435682GB/s
"row_sums__one_block_per_chunked_rows__warp_aware","l2_write_throughput","L2 Throughput (Writes)",79.712729MB/s,79.801524MB/s,79.750590MB/s
"row_sums__one_block_per_chunked_rows__warp_aware","sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_chunked_rows__warp_aware","sysmem_write_throughput","System Memory Write Throughput",24.900391KB/s,24.928711KB/s,24.912109KB/s
"row_sums__one_block_per_chunked_rows__warp_aware","l2_utilization","L2 Cache Utilization","Low (2)","Low (2)","Low (2)"
"row_sums__one_block_per_chunked_rows__warp_aware","l2_atomic_throughput","L2 Throughput (Atomic requests)",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_chunked_rows__warp_aware","l2_atomic_transactions","L2 Transactions (Atomic requests)",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware","ecc_throughput","ECC Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"row_sums__one_block_per_chunked_rows__warp_aware","sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"row_sums__one_block_per_chunked_rows__warp_aware","sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"row_sums__one_block_per_chunked_rows__warp_aware","pcie_total_data_transmitted","PCIe Total Data Transmitted",0,512,341
"row_sums__one_block_per_chunked_rows__warp_aware","pcie_total_data_received","PCIe Total Data Received",0,512,85
"row_sums__one_block_per_chunked_rows__warp_aware","sysmem_read_bytes","System Memory Read Bytes",0,0,0
"row_sums__one_block_per_chunked_rows__warp_aware","sysmem_write_bytes","System Memory Write Bytes",160,160,160
"row_sums__one_block_per_chunked_rows__warp_aware","l2_tex_hit_rate","L2 Cache Hit Rate",0.000226%,0.000298%,0.000259%
"row_sums__one_block_per_chunked_rows__warp_aware","gld_transactions","Global Load Transactions",134217730,134217730,134217730
"row_sums__one_block_per_chunked_rows__warp_aware","gld_transactions_per_request","Global Load Transactions Per Request",16.000000,16.000000,16.000000
"row_sums__one_block_per_chunked_rows__warp_aware","eligible_warps_per_cycle","Eligible Warps Per Active Cycle",1.204658,1.210224,1.206982
"row_sums__one_block_per_chunked_rows__warp_aware","flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.908344%,0.911262%,0.909487%
"row_sums__one_block_per_chunked_rows__warp_aware","flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%,0.000000%
